,org,dest,valor_norm,day
24589,Netherlands,South Korea,2.5,1
24640,Netherlands,Spain,33.0,1
24691,Netherlands,Sweden,10.0,1
24742,Netherlands,Switzerland,14.0,1
24793,Netherlands,Taiwan,2.5,1
24844,Netherlands,Thailand,1.5,1
24895,Netherlands,Turkey,4.5,1
24946,Netherlands,Ukraine,2.0,1
24997,Netherlands,United Arab Emirates,7.0,1
25048,Netherlands,United Kingdom,82.5,1
25099,Netherlands,United States,25.5,1
25112,New Zealand,Australia,55.0,1
25125,New Zealand,Canada,2.0,1
25138,New Zealand,French Polynesia,1.0,1
25151,New Zealand,Hong Kong,3.0,1
25164,New Zealand,Japan,1.0,1
25177,New Zealand,Malaysia,1.0,1
25190,New Zealand,Qatar,1.0,1
25203,New Zealand,Singapore,4.0,1
25216,New Zealand,South Korea,2.0,1
25241,New Zealand,Thailand,1.5,1
25254,New Zealand,United Arab Emirates,2.0,1
25267,New Zealand,United States,7.0,1
25268,Norway,Austria,4.0,1
25295,Norway,Belgium,2.0,1
25322,Norway,Czech Republic,1.5,1
25349,Norway,Denmark,17.0,1
25377,Norway,Finland,4.5,1
25404,Norway,France,5.5,1
25431,Norway,Germany,14.0,1
25458,Norway,Hungary,2.0,1
25485,Norway,Iceland,1.0,1
25512,Norway,Ireland,1.0,1
25540,Norway,Latvia,2.5,1
25567,Norway,Netherlands,11.0,1
25594,Norway,Poland,14.0,1
25621,Norway,Portugal,1.0,1
25649,Norway,Russia,2.0,1
25703,Norway,Spain,3.0,1
25730,Norway,Sweden,13.0,1
25757,Norway,Switzerland,3.0,1
25784,Norway,Thailand,1.5,1
25811,Norway,United Arab Emirates,1.0,1
25838,Norway,United Kingdom,21.0,1
25865,Norway,United States,2.0,1
25866,Philippines,Australia,4.5,1
25884,Philippines,Bahrain,1.0,1
25919,Philippines,China,3.0,1
25937,Philippines,Hong Kong,18.0,1
25973,Philippines,Japan,12.0,1
25991,Philippines,Macau,5.0,1
26009,Philippines,Malaysia,11.0,1
26027,Philippines,Qatar,4.0,1
26063,Philippines,Singapore,21.5,1
26081,Philippines,South Korea,18.5,1
26099,Philippines,Taiwan,14.0,1
26117,Philippines,Thailand,7.5,1
26135,Philippines,United Arab Emirates,4.0,1
26154,Philippines,United States,5.5,1
26155,Poland,Austria,5.0,1
26189,Poland,Belarus,1.0,1
26223,Poland,Belgium,2.5,1
26257,Poland,Canada,1.0,1
26291,Poland,Croatia,1.0,1
26325,Poland,Czech Republic,3.0,1
26359,Poland,Denmark,8.0,1
26393,Poland,Finland,4.0,1
26427,Poland,France,6.5,1
26461,Poland,Germany,41.5,1
26495,Poland,Greece,3.0,1
26529,Poland,Hungary,4.5,1
26563,Poland,Iceland,3.0,1
26597,Poland,India,1.0,1
26631,Poland,Ireland,7.0,1
26665,Poland,Israel,3.5,1
26699,Poland,Italy,15.0,1
26733,Poland,Latvia,2.0,1
26767,Poland,Luxembourg,1.5,1
26801,Poland,Netherlands,8.5,1
26835,Poland,Norway,14.0,1
26870,Poland,Qatar,3.0,1
26904,Poland,Russia,5.5,1
26938,Poland,Serbia,2.0,1
26972,Poland,Singapore,1.0,1
27072,Poland,Spain,5.0,1
27139,Poland,Sweden,11.5,1
27173,Poland,Switzerland,6.5,1
27207,Poland,Ukraine,14.5,1
27241,Poland,United Arab Emirates,3.0,1
27275,Poland,United Kingdom,66.5,1
27309,Poland,United States,2.5,1
27310,Portugal,Austria,4.5,1
27338,Portugal,Belgium,9.0,1
27366,Portugal,Brazil,6.0,1
27394,Portugal,Canada,1.5,1
27449,Portugal,Denmark,1.0,1
27477,Portugal,Finland,2.0,1
27505,Portugal,France,42.0,1
27533,Portugal,Germany,33.0,1
27561,Portugal,Hungary,1.5,1
27589,Portugal,Ireland,5.0,1
27618,Portugal,Italy,20.5,1
27646,Portugal,Luxembourg,6.5,1
27674,Portugal,Morocco,3.0,1
27702,Portugal,Netherlands,14.0,1
27730,Portugal,Norway,1.0,1
27785,Portugal,Qatar,1.0,1
27813,Portugal,Russia,2.0,1
27841,Portugal,Senegal,1.5,1
27897,Portugal,Spain,44.0,1
27925,Portugal,Sweden,1.0,1
27953,Portugal,Switzerland,18.5,1
28009,Portugal,United Arab Emirates,2.5,1
28037,Portugal,United Kingdom,38.0,1
28065,Portugal,United States,6.0,1
28067,Puerto Rico,United States,41.5,1
28068,Qatar,Armenia,1.0,1
28109,Qatar,Australia,5.5,1
28150,Qatar,Austria,3.0,1
28191,Qatar,Bangladesh,3.0,1
28232,Qatar,Belgium,2.0,1
28273,Qatar,Brazil,1.5,1
28394,Qatar,Croatia,2.0,1
28435,Qatar,Czech Republic,2.0,1
28476,Qatar,Denmark,3.0,1
28517,Qatar,Finland,2.0,1
28558,Qatar,France,3.0,1
28599,Qatar,Germany,6.0,1
28640,Qatar,Greece,2.5,1
28681,Qatar,Hong Kong,5.0,1
28722,Qatar,Hungary,2.0,1
28763,Qatar,India,16.0,1
28804,Qatar,Ireland,1.0,1
28845,Qatar,Italy,8.0,1
29006,Qatar,Malaysia,3.0,1
29048,Qatar,Netherlands,2.0,1
29089,Qatar,New Zealand,1.0,1
29170,Qatar,Philippines,4.0,1
29211,Qatar,Poland,3.0,1
29252,Qatar,Portugal,1.0,1
29333,Qatar,Russia,4.0,1
29374,Qatar,Serbia,1.0,1
29415,Qatar,Singapore,3.0,1
29456,Qatar,South Africa,3.0,1
29497,Qatar,South Korea,1.5,1
29538,Qatar,Spain,5.5,1
29579,Qatar,Sri Lanka,5.0,1
29620,Qatar,Sweden,3.0,1
29661,Qatar,Switzerland,3.0,1
29702,Qatar,Thailand,7.0,1
29743,Qatar,Turkey,7.5,1
29784,Qatar,Ukraine,1.5,1
29826,Qatar,United Kingdom,14.0,1
29867,Qatar,United States,10.0,1
29868,Romania,Austria,1.5,1
29883,Romania,Germany,4.0,1
29909,Romania,Israel,1.0,1
29922,Romania,Italy,4.0,1
29948,Romania,Spain,2.0,1
29961,Romania,United Arab Emirates,1.0,1
29974,Romania,United Kingdom,4.0,1
29976,Russia,Armenia,16.0,1
30057,Russia,Austria,9.0,1
30098,Russia,Bahrain,2.0,1
30139,Russia,Belarus,11.0,1
30180,Russia,Belgium,4.5,1
30221,Russia,China,1.0,1
30262,Russia,Croatia,1.0,1
30303,Russia,Czech Republic,14.0,1
30344,Russia,Denmark,3.0,1
30385,Russia,Estonia,2.0,1
30426,Russia,Finland,9.5,1
30467,Russia,France,17.0,1
30508,Russia,Germany,47.5,1
30549,Russia,Greece,2.5,1
30590,Russia,Hong Kong,2.5,1
30631,Russia,Hungary,5.5,1
30672,Russia,India,3.0,1
30713,Russia,Israel,5.5,1
30754,Russia,Italy,32.0,1
30795,Russia,Kazakhstan,4.0,1
30836,Russia,Latvia,12.5,1
30877,Russia,Malta,1.0,1
30918,Russia,Morocco,1.0,1
30959,Russia,Netherlands,8.5,1
31000,Russia,Norway,2.0,1
31042,Russia,Poland,5.5,1
31083,Russia,Portugal,2.0,1
31124,Russia,Qatar,4.0,1
31165,Russia,Serbia,4.5,1
31206,Russia,Slovakia,1.5,1
31247,Russia,South Korea,3.0,1
31288,Russia,Spain,11.0,1
31369,Russia,Sweden,3.5,1
31410,Russia,Switzerland,12.0,1
31491,Russia,Thailand,5.0,1
31532,Russia,Turkey,5.0,1
31573,Russia,United Arab Emirates,22.5,1
31614,Russia,United Kingdom,13.0,1
31655,Russia,United States,5.5,1
31656,Saudi Arabia,Bahrain,10.0,1
31674,Saudi Arabia,France,1.0,1
31691,Saudi Arabia,Germany,1.5,1
31740,Saudi Arabia,India,5.0,1
31757,Saudi Arabia,Italy,1.5,1
31777,Saudi Arabia,Netherlands,1.5,1
31810,Saudi Arabia,Sri Lanka,3.0,1
31827,Saudi Arabia,Switzerland,1.0,1
31845,Saudi Arabia,Turkey,3.5,1
31862,Saudi Arabia,United Arab Emirates,35.0,1
31880,Senegal,Algeria,1.0,1
31890,Senegal,Belgium,1.0,1
31900,Senegal,France,3.5,1
31910,Senegal,Italy,1.0,1
31921,Senegal,Portugal,1.5,1
31931,Senegal,Spain,1.0,1
31943,Serbia,Austria,1.0,1
31962,Serbia,Belgium,1.0,1
31981,Serbia,Denmark,1.0,1
32000,Serbia,France,3.0,1
32019,Serbia,Germany,6.5,1
32038,Serbia,Greece,2.0,1
32058,Serbia,Italy,3.0,1
32077,Serbia,Malta,1.0,1
32096,Serbia,Netherlands,1.5,1
32133,Serbia,Poland,2.0,1
32152,Serbia,Qatar,1.0,1
32171,Serbia,Russia,4.5,1
32190,Serbia,Spain,1.0,1
32209,Serbia,Sweden,1.0,1
32228,Serbia,Switzerland,3.5,1
32265,Serbia,United Arab Emirates,1.5,1
32284,Serbia,United Kingdom,2.0,1
32285,Singapore,Australia,38.5,1
32343,Singapore,China,4.0,1
32372,Singapore,Finland,1.0,1
32401,Singapore,France,2.0,1
32430,Singapore,Germany,6.0,1
32459,Singapore,Hong Kong,23.0,1
32488,Singapore,India,25.5,1
32517,Singapore,Indonesia,2.0,1
32546,Singapore,Italy,2.0,1
32575,Singapore,Japan,13.5,1
32605,Singapore,Macau,2.0,1
32634,Singapore,Malaysia,53.0,1
32663,Singapore,Netherlands,2.0,1
32692,Singapore,New Zealand,4.0,1
32721,Singapore,Philippines,21.5,1
32750,Singapore,Poland,1.0,1
32779,Singapore,Qatar,3.0,1
32808,Singapore,South Africa,1.0,1
32837,Singapore,South Korea,9.5,1
32866,Singapore,Sri Lanka,4.5,1
32895,Singapore,Switzerland,2.0,1
32924,Singapore,Taiwan,14.5,1
32953,Singapore,Thailand,32.5,1
32982,Singapore,United Arab Emirates,6.5,1
33011,Singapore,United Kingdom,8.0,1
33040,Singapore,United States,6.0,1
33041,Slovakia,Belgium,1.0,1
33051,Slovakia,France,1.0,1
33062,Slovakia,Italy,1.0,1
33073,Slovakia,Russia,1.5,1
33083,Slovakia,Ukraine,1.0,1
33093,Slovakia,United Arab Emirates,1.0,1
33103,Slovakia,United Kingdom,5.5,1
33134,South Africa,Germany,3.0,1
33155,South Africa,India,1.0,1
33166,South Africa,Italy,1.0,1
33177,South Africa,Netherlands,2.0,1
33189,South Africa,Qatar,3.0,1
33200,South Africa,Singapore,1.0,1
33211,South Africa,Switzerland,2.0,1
33222,South Africa,United Arab Emirates,4.0,1
33233,South Africa,United Kingdom,6.5,1
33244,South Korea,Australia,4.5,1
33278,South Korea,Canada,3.0,1
33310,South Korea,China,10.5,1
33342,South Korea,Czech Republic,1.0,1
33374,South Korea,Finland,1.0,1
33406,South Korea,France,3.0,1
33438,South Korea,Germany,4.0,1
33470,South Korea,Hong Kong,24.5,1
33533,South Korea,India,2.0,1
33565,South Korea,Italy,4.0,1
33597,South Korea,Japan,55.5,1
33629,South Korea,Kazakhstan,1.0,1
33662,South Korea,Macau,7.0,1
33694,South Korea,Malaysia,15.0,1
33726,South Korea,Netherlands,2.5,1
33758,South Korea,New Zealand,2.0,1
33791,South Korea,Philippines,18.5,1
33855,South Korea,Qatar,1.5,1
33887,South Korea,Russia,3.0,1
33919,South Korea,Singapore,9.5,1
33951,South Korea,Spain,1.5,1
34014,South Korea,Taiwan,30.0,1
34046,South Korea,Thailand,21.5,1
34078,South Korea,United Arab Emirates,2.5,1
34110,South Korea,United Kingdom,2.5,1
34142,South Korea,United States,30.5,1
34143,Spain,Algeria,3.0,1
34186,Spain,Argentina,6.0,1
34229,Spain,Austria,11.0,1
34273,Spain,Belgium,15.5,1
34358,Spain,Brazil,4.5,1
34401,Spain,Canada,2.0,1
34445,Spain,Colombia,6.0,1
34488,Spain,Costa Rica,1.0,1
34531,Spain,Czech Republic,4.0,1
34574,Spain,Denmark,9.5,1
34617,Spain,Finland,5.0,1
34660,Spain,France,72.0,1
34703,Spain,Germany,80.0,1
34746,Spain,Greece,5.0,1
34790,Spain,Hungary,6.0,1
34875,Spain,Ireland,13.0,1
34918,Spain,Israel,3.5,1
34961,Spain,Italy,71.5,1
35004,Spain,Latvia,3.0,1
35047,Spain,Luxembourg,3.5,1
35090,Spain,Malta,1.5,1
35133,Spain,Morocco,3.0,1
35176,Spain,Netherlands,33.0,1
35219,Spain,Norway,3.0,1
35262,Spain,Poland,5.0,1
35305,Spain,Portugal,44.0,1
35390,Spain,Qatar,5.5,1
35433,Spain,Romania,2.0,1
35476,Spain,Russia,11.0,1
35519,Spain,Senegal,1.0,1
35562,Spain,Serbia,1.0,1
35605,Spain,South Korea,1.5,1
35648,Spain,Sweden,11.5,1
35691,Spain,Switzerland,21.5,1
35734,Spain,Turkey,2.5,1
35777,Spain,Ukraine,3.5,1
35820,Spain,United Arab Emirates,4.0,1
35863,Spain,United Kingdom,103.5,1
35906,Spain,United States,19.5,1
35907,Sri Lanka,Australia,1.0,1
35922,Sri Lanka,Bahrain,2.0,1
35937,Sri Lanka,Bangladesh,1.0,1
35980,Sri Lanka,India,13.5,1
35995,Sri Lanka,Malaysia,5.0,1
36011,Sri Lanka,Qatar,5.0,1
36027,Sri Lanka,Saudi Arabia,3.0,1
36042,Sri Lanka,Singapore,4.5,1
36058,Sri Lanka,Thailand,4.5,1
36073,Sri Lanka,United Arab Emirates,10.5,1
36088,Sri Lanka,United Kingdom,1.0,1
36089,Sweden,Austria,3.5,1
36118,Sweden,Belgium,4.0,1
36147,Sweden,Czech Republic,4.0,1
36176,Sweden,Denmark,12.0,1
36205,Sweden,Estonia,3.5,1
36234,Sweden,Finland,15.0,1
36263,Sweden,France,6.5,1
36292,Sweden,Germany,23.5,1
36349,Sweden,Hungary,4.0,1
36378,Sweden,Iceland,1.5,1
36408,Sweden,Ireland,2.0,1
36437,Sweden,Italy,4.0,1
36494,Sweden,Latvia,5.0,1
36523,Sweden,Netherlands,10.0,1
36552,Sweden,Norway,13.0,1
36581,Sweden,Poland,11.5,1
36610,Sweden,Portugal,1.0,1
36639,Sweden,Qatar,3.0,1
36668,Sweden,Russia,3.5,1
36697,Sweden,Serbia,1.0,1
36726,Sweden,Spain,11.5,1
36755,Sweden,Switzerland,6.0,1
36784,Sweden,Thailand,2.0,1
36813,Sweden,Turkey,2.5,1
36842,Sweden,Ukraine,2.0,1
36871,Sweden,United Arab Emirates,1.0,1
36900,Sweden,United Kingdom,24.0,1
36929,Switzerland,Austria,14.5,1
36972,Switzerland,Belgium,8.0,1
37015,Switzerland,Brazil,1.0,1
37058,Switzerland,Canada,3.0,1
37101,Switzerland,China,1.0,1
37144,Switzerland,Costa Rica,1.0,1
37187,Switzerland,Croatia,2.0,1
37230,Switzerland,Czech Republic,5.5,1
37273,Switzerland,Denmark,6.0,1
37316,Switzerland,Finland,4.0,1
37359,Switzerland,France,30.0,1
37402,Switzerland,Germany,58.0,1
37445,Switzerland,Greece,5.5,1
37488,Switzerland,Hong Kong,2.0,1
37531,Switzerland,Hungary,4.0,1
37574,Switzerland,Iceland,1.0,1
37617,Switzerland,India,3.0,1
37660,Switzerland,Ireland,3.5,1
37703,Switzerland,Israel,2.5,1
37746,Switzerland,Italy,19.5,1
37789,Switzerland,Latvia,1.0,1
37832,Switzerland,Luxembourg,4.5,1
37875,Switzerland,Malta,1.5,1
37918,Switzerland,Morocco,1.0,1
37961,Switzerland,Netherlands,14.0,1
38004,Switzerland,Norway,3.0,1
38047,Switzerland,Poland,6.5,1
38090,Switzerland,Portugal,18.5,1
38133,Switzerland,Qatar,3.0,1
38176,Switzerland,Russia,12.0,1
38219,Switzerland,Saudi Arabia,1.0,1
38262,Switzerland,Serbia,3.5,1
38305,Switzerland,Singapore,2.0,1
38348,Switzerland,South Africa,2.0,1
38391,Switzerland,Spain,21.5,1
38434,Switzerland,Sweden,6.0,1
38477,Switzerland,Thailand,2.0,1
38520,Switzerland,Turkey,3.5,1
38563,Switzerland,Ukraine,1.5,1
38606,Switzerland,United Arab Emirates,7.0,1
38649,Switzerland,United Kingdom,71.0,1
38692,Switzerland,United States,12.5,1
38693,Taiwan,Australia,4.0,1
38714,Taiwan,Canada,4.0,1
38735,Taiwan,China,7.0,1
38757,Taiwan,France,1.5,1
38778,Taiwan,Hong Kong,56.5,1
38839,Taiwan,Italy,1.0,1
38860,Taiwan,Japan,46.0,1
38882,Taiwan,Macau,17.5,1
38903,Taiwan,Malaysia,9.5,1
38924,Taiwan,Netherlands,2.5,1
38946,Taiwan,Philippines,14.0,1
38968,Taiwan,Singapore,14.5,1
38989,Taiwan,South Korea,30.0,1
39010,Taiwan,Thailand,19.5,1
39031,Taiwan,United Arab Emirates,1.0,1
39072,Taiwan,United States,22.5,1
39073,Thailand,Australia,7.0,1
39107,Thailand,Austria,3.0,1
39142,Thailand,Bangladesh,1.0,1
39176,Thailand,China,6.5,1
39210,Thailand,Denmark,1.0,1
39244,Thailand,Finland,2.0,1
39278,Thailand,France,3.0,1
39312,Thailand,Germany,5.0,1
39346,Thailand,Hong Kong,24.5,1
39380,Thailand,India,26.5,1
39414,Thailand,Indonesia,1.0,1
39481,Thailand,Italy,2.0,1
39515,Thailand,Japan,17.5,1
39549,Thailand,Kazakhstan,1.0,1
39583,Thailand,Macau,3.5,1
39617,Thailand,Malaysia,22.5,1
39652,Thailand,Netherlands,1.5,1
39686,Thailand,New Zealand,1.5,1
39720,Thailand,Norway,1.5,1
39754,Thailand,Philippines,7.5,1
39788,Thailand,Qatar,7.0,1
39822,Thailand,Russia,5.0,1
39889,Thailand,Singapore,32.5,1
39923,Thailand,South Korea,21.5,1
39957,Thailand,Sri Lanka,4.5,1
39991,Thailand,Sweden,2.0,1
40025,Thailand,Switzerland,2.0,1
40059,Thailand,Taiwan,19.5,1
40093,Thailand,United Arab Emirates,8.0,1
40127,Thailand,United Kingdom,3.5,1
40161,Thailand,United States,3.0,1
40186,Turkey,Austria,4.0,1
40211,Turkey,Bahrain,1.5,1
40236,Turkey,Belgium,3.0,1
40262,Turkey,Czech Republic,1.0,1
40287,Turkey,Denmark,2.5,1
40312,Turkey,France,4.5,1
40337,Turkey,Germany,21.5,1
40362,Turkey,Greece,1.0,1
40387,Turkey,Hungary,1.0,1
40436,Turkey,Israel,3.0,1
40461,Turkey,Italy,5.0,1
40486,Turkey,Kazakhstan,1.5,1
40511,Turkey,Netherlands,4.5,1
40560,Turkey,Qatar,7.5,1
40585,Turkey,Russia,5.0,1
40610,Turkey,Saudi Arabia,3.5,1
40660,Turkey,Spain,2.5,1
40685,Turkey,Sweden,2.5,1
40710,Turkey,Switzerland,3.5,1
40735,Turkey,Ukraine,2.5,1
40760,Turkey,United Arab Emirates,9.5,1
40785,Turkey,United Kingdom,6.0,1
40786,Ukraine,Armenia,1.0,1
40812,Ukraine,Austria,4.5,1
40864,Ukraine,Czech Republic,2.0,1
40890,Ukraine,Denmark,1.0,1
40916,Ukraine,Estonia,1.0,1
40942,Ukraine,France,1.0,1
40968,Ukraine,Germany,12.5,1
41019,Ukraine,Hungary,1.5,1
41046,Ukraine,Israel,3.5,1
41072,Ukraine,Italy,2.0,1
41098,Ukraine,Kazakhstan,1.5,1
41124,Ukraine,Latvia,3.0,1
41150,Ukraine,Netherlands,2.0,1
41176,Ukraine,Poland,14.5,1
41203,Ukraine,Qatar,1.5,1
41229,Ukraine,Slovakia,1.0,1
41255,Ukraine,Spain,3.5,1
41281,Ukraine,Sweden,2.0,1
41307,Ukraine,Switzerland,1.5,1
41333,Ukraine,Turkey,2.5,1
41359,Ukraine,United Arab Emirates,4.0,1
41385,Ukraine,United Kingdom,4.0,1
41411,United Arab Emirates,Algeria,1.0,1
41463,United Arab Emirates,Armenia,3.0,1
41515,United Arab Emirates,Australia,11.0,1
41567,United Arab Emirates,Austria,4.0,1
41619,United Arab Emirates,Bahrain,26.0,1
41671,United Arab Emirates,Bangladesh,6.5,1
41723,United Arab Emirates,Belgium,2.5,1
41775,United Arab Emirates,Brazil,1.0,1
41827,United Arab Emirates,Canada,3.0,1
41879,United Arab Emirates,China,1.0,1
41931,United Arab Emirates,Croatia,1.0,1
41983,United Arab Emirates,Czech Republic,1.5,1
42035,United Arab Emirates,Denmark,1.5,1
42087,United Arab Emirates,Finland,1.5,1
42139,United Arab Emirates,France,9.0,1
42191,United Arab Emirates,Germany,15.0,1
42243,United Arab Emirates,Greece,2.5,1
42295,United Arab Emirates,Hong Kong,10.0,1
42347,United Arab Emirates,Hungary,2.5,1
42399,United Arab Emirates,India,62.5,1
42451,United Arab Emirates,Ireland,2.5,1
42503,United Arab Emirates,Italy,9.0,1
42555,United Arab Emirates,Japan,1.5,1
42607,United Arab Emirates,Kazakhstan,4.0,1
42711,United Arab Emirates,Malaysia,4.5,1
42814,United Arab Emirates,Netherlands,7.0,1
42866,United Arab Emirates,New Zealand,2.0,1
42918,United Arab Emirates,Norway,1.0,1
42970,United Arab Emirates,Philippines,4.0,1
43022,United Arab Emirates,Poland,3.0,1
43074,United Arab Emirates,Portugal,2.5,1
43177,United Arab Emirates,Romania,1.0,1
43229,United Arab Emirates,Russia,22.5,1
43281,United Arab Emirates,Saudi Arabia,35.0,1
43334,United Arab Emirates,Serbia,1.5,1
43386,United Arab Emirates,Singapore,6.5,1
43438,United Arab Emirates,Slovakia,1.0,1
43490,United Arab Emirates,South Africa,4.0,1
43542,United Arab Emirates,South Korea,2.5,1
43594,United Arab Emirates,Spain,4.0,1
43646,United Arab Emirates,Sri Lanka,10.5,1
43698,United Arab Emirates,Sweden,1.0,1
43750,United Arab Emirates,Switzerland,7.0,1
43802,United Arab Emirates,Taiwan,1.0,1
43854,United Arab Emirates,Thailand,8.0,1
43906,United Arab Emirates,Turkey,9.5,1
43958,United Arab Emirates,Ukraine,4.0,1
44010,United Arab Emirates,United Kingdom,29.0,1
44062,United Arab Emirates,United States,12.5,1
44063,United Kingdom,Algeria,1.0,1
44121,United Kingdom,Argentina,2.0,1
44179,United Kingdom,Australia,1.0,1
44237,United Kingdom,Austria,21.0,1
44295,United Kingdom,Bahrain,3.0,1
44411,United Kingdom,Belarus,1.0,1
44469,United Kingdom,Belgium,12.0,1
44527,United Kingdom,Brazil,2.0,1
44585,United Kingdom,Canada,13.0,1
44643,United Kingdom,China,1.0,1
44703,United Kingdom,Croatia,2.0,1
44761,United Kingdom,Czech Republic,16.5,1
44819,United Kingdom,Denmark,31.5,1
44878,United Kingdom,Estonia,2.0,1
44936,United Kingdom,Finland,9.0,1
44994,United Kingdom,France,84.5,1
45052,United Kingdom,Germany,110.5,1
45110,United Kingdom,Greece,10.5,1
45168,United Kingdom,Hong Kong,11.0,1
45226,United Kingdom,Hungary,16.5,1
45284,United Kingdom,Iceland,12.0,1
45342,United Kingdom,India,13.0,1
45400,United Kingdom,Ireland,118.5,1
45458,United Kingdom,Israel,6.0,1
45516,United Kingdom,Italy,90.5,1
45574,United Kingdom,Japan,3.5,1
45632,United Kingdom,Latvia,9.0,1
45690,United Kingdom,Luxembourg,6.5,1
45748,United Kingdom,Malaysia,3.0,1
45806,United Kingdom,Malta,9.5,1
45921,United Kingdom,Netherlands,82.5,1
45979,United Kingdom,Norway,21.0,1
46094,United Kingdom,Poland,66.5,1
46152,United Kingdom,Portugal,38.0,1
46210,United Kingdom,Qatar,14.0,1
46268,United Kingdom,Romania,4.0,1
46326,United Kingdom,Russia,13.0,1
46385,United Kingdom,Serbia,2.0,1
46443,United Kingdom,Singapore,8.0,1
46501,United Kingdom,Slovakia,5.5,1
46559,United Kingdom,South Africa,6.5,1
46617,United Kingdom,South Korea,2.5,1
46675,United Kingdom,Spain,103.5,1
46733,United Kingdom,Sri Lanka,1.0,1
46791,United Kingdom,Sweden,24.0,1
46849,United Kingdom,Switzerland,71.0,1
46908,United Kingdom,Thailand,3.5,1
46966,United Kingdom,Turkey,6.0,1
47024,United Kingdom,Ukraine,4.0,1
47082,United Kingdom,United Arab Emirates,29.0,1
47140,United Kingdom,United States,99.0,1
47141,United States,Argentina,12.5,1
47189,United States,Australia,18.5,1
47237,United States,Austria,3.0,1
47332,United States,Barbados,5.5,1
47380,United States,Belgium,3.5,1
47428,United States,Bolivia,2.0,1
47476,United States,Brazil,22.0,1
47524,United States,Canada,391.5,1
47572,United States,China,3.5,1
47620,United States,Colombia,30.5,1
47668,United States,Costa Rica,33.5,1
47716,United States,Denmark,2.5,1
47765,United States,Finland,3.0,1
47813,United States,France,33.5,1
47861,United States,French Polynesia,4.0,1
47909,United States,Germany,30.5,1
47957,United States,Greece,1.0,1
48005,United States,Hong Kong,27.5,1
48054,United States,India,9.0,1
48102,United States,Ireland,17.5,1
48150,United States,Israel,8.0,1
48198,United States,Italy,13.5,1
48246,United States,Japan,10.5,1
48294,United States,Luxembourg,1.5,1
48342,United States,Mexico,12.0,1
48390,United States,Netherlands,25.5,1
48438,United States,New Zealand,7.0,1
48486,United States,Norway,2.0,1
48534,United States,Philippines,5.5,1
48582,United States,Poland,2.5,1
48630,United States,Portugal,6.0,1
48678,United States,Puerto Rico,41.5,1
48726,United States,Qatar,10.0,1
48821,United States,Russia,5.5,1
48963,United States,Singapore,6.0,1
49012,United States,South Korea,30.5,1
49060,United States,Spain,19.5,1
49109,United States,Switzerland,12.5,1
49157,United States,Taiwan,22.5,1
49205,United States,Thailand,3.0,1
49254,United States,United Arab Emirates,12.5,1
49302,United States,United Kingdom,99.0,1
0,Austria,Algeria,1.0,1
12,Belgium,Algeria,1.0,1
24,France,Algeria,15.0,1
36,Germany,Algeria,2.0,1
48,Italy,Algeria,3.0,1
61,Senegal,Algeria,1.0,1
73,Spain,Algeria,3.0,1
86,United Arab Emirates,Algeria,1.0,1
98,United Kingdom,Algeria,1.0,1
99,Bolivia,Argentina,1.0,1
111,Brazil,Argentina,19.5,1
124,Colombia,Argentina,2.5,1
148,Italy,Argentina,1.5,1
171,Netherlands,Argentina,1.5,1
184,Spain,Argentina,6.0,1
196,United Kingdom,Argentina,2.0,1
208,United States,Argentina,12.5,1
215,Qatar,Armenia,1.0,1
221,Russia,Armenia,16.0,1
227,Ukraine,Armenia,1.0,1
233,United Arab Emirates,Armenia,3.0,1
235,Canada,Australia,2.5,1
255,China,Australia,2.0,1
275,Hong Kong,Australia,15.5,1
314,Italy,Australia,1.0,1
334,Japan,Australia,5.5,1
354,Malaysia,Australia,19.0,1
393,New Zealand,Australia,55.0,1
413,Philippines,Australia,4.5,1
433,Qatar,Australia,5.5,1
454,Singapore,Australia,38.5,1
474,South Korea,Australia,4.5,1
494,Sri Lanka,Australia,1.0,1
514,Taiwan,Australia,4.0,1
534,Thailand,Australia,7.0,1
554,United Arab Emirates,Australia,11.0,1
574,United Kingdom,Australia,1.0,1
594,United States,Australia,18.5,1
595,Algeria,Austria,1.0,1
633,Belarus,Austria,1.5,1
671,Belgium,Austria,3.5,1
747,Croatia,Austria,1.0,1
785,Czech Republic,Austria,1.5,1
823,Denmark,Austria,4.5,1
861,Finland,Austria,2.0,1
899,France,Austria,12.5,1
937,Germany,Austria,59.0,1
975,Greece,Austria,3.5,1
1013,Hungary,Austria,3.0,1
1052,Ireland,Austria,2.0,1
1090,Israel,Austria,5.0,1
1128,Italy,Austria,12.0,1
1203,Latvia,Austria,2.0,1
1241,Luxembourg,Austria,1.0,1
1279,Malta,Austria,1.0,1
1317,Netherlands,Austria,10.0,1
1355,Norway,Austria,4.0,1
1393,Poland,Austria,5.0,1
1431,Portugal,Austria,4.5,1
1469,Qatar,Austria,3.0,1
1507,Romania,Austria,1.5,1
1545,Russia,Austria,9.0,1
1583,Serbia,Austria,1.0,1
1659,Spain,Austria,11.0,1
1697,Sweden,Austria,3.5,1
1735,Switzerland,Austria,14.5,1
1773,Thailand,Austria,3.0,1
1811,Turkey,Austria,4.0,1
1849,Ukraine,Austria,4.5,1
1887,United Arab Emirates,Austria,4.0,1
1925,United Kingdom,Austria,21.0,1
1963,United States,Austria,3.0,1
1964,Bangladesh,Bahrain,1.5,1
1979,France,Bahrain,1.0,1
